Constituency_No,Uncontested,Women_Col_Forced,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_BALLOT PAPER SET APART_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion
177,False,False,12-06-1977,193,1105,True,0,0,0,0,0,0,0,0,0,10,1,11,7,1,8,20,9,45.0,BJP,RAM CHARITAR,25699.0,JD,RAM LAKHAN,24879.0,8,0,0.0,117332,95983,213315,0,0,0,117332,95983,213315,12,0,0.0,52695,43548,96243,0,0,0,52695,43548,96243,12,0,0.0,96243,92644,3599,0,0,0,12,0,0.0
178,False,False,20-05-1991,188,1024,True,0,0,0,0,0,0,0,0,0,8,0,8,5,0,5,20,9,45.0,BJP,SRI RAM CHAUHAN,25852.0,BSP,LAL MANI PRASAD,23872.0,8,0,0.0,105889,86574,192463,0,0,0,105889,86574,192463,12,0,0.0,63049,27021,90070,0,0,0,63049,27021,90070,12,0,0.0,90070,86100,3970,0,0,0,12,0,0.0
179,False,False,20-05-1991,196,991,True,0,0,0,0,0,0,0,0,0,13,0,13,11,0,11,20,9,45.0,BJP,YADHU NATH,24821.0,BSP,MUKH LAL,18052.0,8,0,0.0,109679,84566,194245,0,0,0,109679,84566,194245,12,0,0.0,45574,34579,80153,0,0,0,45574,34579,80153,12,0,0.0,80153,76829,3324,0,0,0,12,0,0.0
180,False,False,20-05-1991,195,971,True,0,0,0,0,0,0,0,0,0,16,2,18,13,2,15,20,9,45.0,JD,MARKANDEY CHAND,28624.0,BJP,SHAILENDER PRATAP SHAHI URF MUNNU SHAHI,25749.0,8,0,0.0,103106,86321,189427,0,0,0,103106,86321,189427,12,0,0.0,59819,36526,96345,0,0,0,59819,36526,96345,12,0,0.0,96345,92434,3911,0,0,0,12,0,0.0
181,False,False,20-05-1991,216,914,True,0,0,0,0,0,0,0,0,0,10,1,11,8,1,9,20,9,45.0,INC,HARI SHANKER TIWARI,47530.0,BSP,SHYAM LAL YADAV,32303.0,8,0,0.0,112457,84884,197341,0,0,0,112457,84884,197341,12,0,0.0,61068,41061,102129,0,0,0,61068,41061,102129,12,0,0.0,102129,97044,5085,0,0,0,12,0,0.0
182,False,False,20-05-1991,218,935,True,0,0,0,0,0,0,0,0,0,18,3,21,17,2,19,20,9,45.0,INC,LAL CHAND NISHAD,22632.0,JD,GAURI DEVI,19057.0,8,0,0.0,113545,90193,203738,0,0,0,113545,90193,203738,12,0,0.0,61736,37713,99449,0,0,0,61736,37713,99449,12,0,0.0,99449,93589,5860,0,0,0,12,0,0.0
183,False,False,20-05-1991,196,911,True,0,0,0,0,0,0,0,0,0,10,1,11,8,0,8,20,9,45.0,JD,SHARDA DEVI,21489.0,BJP,BECHAN RAM,17308.0,8,0,0.0,100326,78257,178583,0,0,0,100326,78257,178583,12,0,0.0,50767,27644,78411,0,0,0,50767,27644,78411,12,0,0.0,78411,74189,4222,0,0,0,12,0,0.0
184,False,False,20-05-1991,175,981,True,0,0,0,0,0,0,0,0,0,16,3,19,14,3,17,20,9,45.0,BJP,LALLAN PRASAD TRIPATHI,35698.0,JD,KEDAR NATH SINGH,21253.0,8,0,0.0,100202,71408,171610,0,0,0,100202,71408,171610,12,0,0.0,58596,37139,95735,0,0,0,58596,37139,95735,12,0,0.0,95735,90973,4762,0,0,0,12,0,0.0
185,False,False,20-05-1991,172,992,True,0,0,0,0,0,0,0,0,0,25,2,27,23,2,25,20,9,45.0,BJP,SHIV PRATAP SHUKAL,39897.0,JD,JAFAR AMIN URF DAKKU,14462.0,8,0,0.0,97050,73650,170700,0,0,0,97050,73650,170700,12,0,0.0,49758,24317,74075,0,0,0,49758,24317,74075,12,0,0.0,74075,71963,2112,0,0,0,12,0,0.0
186,False,False,20-05-1991,200,1013,True,0,0,0,0,0,0,0,0,0,15,0,15,13,0,13,20,9,45.0,BJP,OM PRAKASH,66870.0,JD,SHAMBHU SHARAN,20737.0,8,0,0.0,113560,89103,202663,0,0,0,113560,89103,202663,12,0,0.0,66075,38639,104714,0,0,0,66075,38639,104714,12,0,0.0,104714,101428,3286,0,0,0,12,0,0.0
187,False,False,20-05-1991,196,926,True,0,0,0,0,0,0,0,0,0,17,1,18,16,0,16,20,9,45.0,BJP,TARKESHWAR,26597.0,JD,PRABHA RAWAT,19662.0,8,0,0.0,100969,80485,181454,0,0,0,100969,80485,181454,12,0,0.0,56782,41195,97977,0,0,0,56782,41195,97977,12,0,0.0,97977,89975,7993,9,0,0,12,0,0.0
188,False,False,20-05-1991,199,917,True,0,0,0,0,0,0,0,0,0,22,0,22,20,0,20,20,9,45.0,INC,FATEH BAHADUR SINGH,42907.0,JD,PARSHU RAM,19452.0,8,0,0.0,101829,80697,182526,0,0,0,101829,80697,182526,12,0,0.0,59540,43914,103454,0,0,0,59540,43914,103454,12,0,0.0,103454,97907,5547,0,0,0,12,0,0.0
189,False,False,20-05-1991,192,919,True,0,0,0,0,0,0,0,0,0,13,0,13,10,0,10,20,9,45.0,INC,SHYAM NARAIN,26325.0,BJP,TULSI RAM GAUR,25017.0,8,0,0.0,97709,78678,176387,0,0,0,97709,78678,176387,12,0,0.0,53386,46513,99899,0,0,0,53386,46513,99899,12,0,0.0,99899,93915,5984,0,0,0,12,0,0.0
190,False,False,20-05-1991,198,941,True,0,0,0,0,0,0,0,0,0,11,0,11,8,0,8,20,9,45.0,JP,AKHILESH,32204.0,INC,AMAR MANI,25636.0,8,0,0.0,103841,82405,186246,0,0,0,103841,82405,186246,12,0,0.0,61537,47366,108903,0,0,0,61537,47366,108903,12,0,0.0,108903,103130,5773,0,0,0,12,0,0.0
191,False,False,20-05-1991,191,939,True,0,0,0,0,0,0,0,0,0,14,0,14,11,0,11,20,9,45.0,INC,SHIVENDER SINGH URF SHIV BABU,38003.0,BJP,UDAY BHAN MALL,28990.0,8,0,0.0,102360,76922,179282,0,0,0,102360,76922,179282,12,0,0.0,58859,44748,103607,0,0,0,58859,44748,103607,12,0,0.0,103607,99372,4235,0,0,0,12,0,0.0
192,False,False,20-05-1991,183,943,True,0,0,0,0,0,0,0,0,0,14,0,14,12,0,12,20,9,45.0,BJP,RAM PAYRE (AZAD),38529.0,JD,SRI PATI,25988.0,8,0,0.0,98532,74043,172575,0,0,0,98532,74043,172575,12,0,0.0,57521,43448,100969,0,0,0,57521,43448,100969,12,0,0.0,100969,95288,5681,0,0,0,12,0,0.0
193,False,False,20-05-1991,197,897,True,0,0,0,0,0,0,0,0,0,8,0,8,5,0,5,20,9,45.0,BJP,GYANENDER,37281.0,JD,RAM ADHAR,37252.0,8,0,0.0,100088,76673,176761,0,0,0,100088,76673,176761,12,0,0.0,58401,49589,107990,0,0,0,58401,49589,107990,12,0,0.0,107990,102049,5941,0,0,0,12,0,0.0
194,False,False,20-05-1991,188,945,True,0,0,0,0,0,0,0,0,0,10,1,11,8,1,9,20,9,45.0,BJP,DEEP LAL BHARTI,34767.0,JD,ADYA PRASAD,16011.0,8,0,0.0,100892,76700,177592,0,0,0,100892,76700,177592,12,0,0.0,50881,38512,89393,0,0,0,50881,38512,89393,12,0,0.0,89393,83876,5517,0,0,0,12,0,0.0
195,False,False,20-05-1991,198,968,True,0,0,0,0,0,0,0,0,0,18,0,18,16,0,16,20,9,45.0,BJP,AMBIKA SINGH,35908.0,JD,VIRENDRA BAHADUR SINGH,23850.0,8,0,0.0,110482,81095,191577,0,0,0,110482,81095,191577,12,0,0.0,67306,35125,102431,0,0,0,67306,35125,102431,12,0,0.0,102431,95301,7130,0,0,0,12,0,0.0
196,False,False,20-05-1991,202,952,True,0,0,0,0,0,0,0,0,0,10,0,10,8,0,8,20,9,45.0,BJP,RAMAPATI URF RAMAKANT,39003.0,JD,RAM NAKSHATRA,30946.0,8,0,0.0,107603,84795,192398,0,0,0,107603,84795,192398,12,0,0.0,64237,35696,99933,0,0,0,64237,35696,99933,12,0,0.0,99933,94638,5295,0,0,0,12,0,0.0
197,False,False,20-05-1991,212,895,True,0,0,0,0,0,0,0,0,0,15,0,15,13,0,13,20,9,45.0,BJP,SURENDRA SHUKLA,45675.0,CPI,ASAGER,23495.0,8,0,0.0,104309,85337,189646,0,0,0,104309,85337,189646,12,0,0.0,57861,46773,104634,0,0,0,57861,46773,104634,12,0,0.0,104634,98387,6247,0,0,0,12,0,0.0
198,False,False,20-05-1991,198,919,True,0,0,0,0,0,0,0,0,0,21,1,22,19,1,20,20,9,45.0,BJP,NAND KISHOR MISRA,20894.0,IND,RAM ADHAR KUSHWAHA,16593.0,8,0,0.0,101797,80116,181913,0,0,0,101797,80116,181913,12,0,0.0,56664,37055,93719,0,0,0,56664,37055,93719,12,0,0.0,93719,86356,7363,0,0,0,12,0,0.0
199,False,False,20-05-1991,206,954,True,0,0,0,0,0,0,0,0,0,13,0,13,11,0,11,20,9,45.0,JD,BISHAWA NATH,41948.0,BJP,GANGA SINGH,36728.0,8,0,0.0,108209,88394,196603,0,0,0,108209,88394,196603,12,0,0.0,61128,41232,102360,0,0,0,61128,41232,102360,12,0,0.0,102360,98066,4294,0,0,0,12,0,0.0
200,False,False,20-05-1991,200,951,True,0,0,0,0,0,0,0,0,0,15,0,15,13,0,13,20,9,45.0,BJP,SURYA PRATAP SHAHI,45375.0,JD,BRAHMA SHANKAR,38634.0,8,0,0.0,106085,84109,190194,0,0,0,106085,84109,190194,12,0,0.0,62822,43224,106046,0,0,0,62822,43224,106046,12,0,0.0,106046,101103,4943,0,0,0,12,0,0.0
201,False,False,20-05-1991,212,908,True,0,0,0,0,0,0,0,0,0,18,1,19,16,1,17,20,9,45.0,BJP,SRI NIWAS,26964.0,JD,NAND KISHORE SINGH,23653.0,8,0,0.0,110900,81691,192591,0,0,0,110900,81691,192591,12,0,0.0,66226,32472,98698,0,0,0,66226,32472,98698,12,0,0.0,98698,92940,5758,0,0,0,12,0,0.0
202,False,False,20-05-1991,234,870,True,0,0,0,0,0,0,0,0,0,22,0,22,20,0,20,20,9,45.0,BJP,JAI PRAKASH NISHAD,18539.0,JD,RAJBHAR RAMA SHANKAR VIDYARTHI,14365.0,8,0,0.0,110223,93358,203581,0,0,0,110223,93358,203581,12,0,0.0,46075,45553,91628,0,0,0,46075,45553,91628,12,0,0.0,91628,85958,5670,0,0,0,12,0,0.0
203,False,False,20-05-1991,222,945,True,0,0,0,0,0,0,0,0,0,23,0,23,20,0,20,20,9,45.0,BJP,RAVINDRA PRATAP,31097.0,JD,SUBHASH CHANDRA SHRIVASTAVA,30303.0,8,0,0.0,115596,94150,209746,0,0,0,115596,94150,209746,12,0,0.0,67513,36070,103583,0,0,0,67513,36070,103583,12,0,0.0,103583,99277,4306,0,0,0,12,0,0.0
204,False,False,20-05-1991,230,939,True,0,0,0,0,0,0,0,0,0,15,0,15,13,0,13,20,9,45.0,JD,HARI BANSH SAHAI,36064.0,INC,KAMESHWAR UPADHYAY,35743.0,8,0,0.0,120720,95269,215989,0,0,0,120720,95269,215989,12,0,0.0,69004,41604,110608,0,0,0,69004,41604,110608,12,0,0.0,110608,104261,6347,0,0,0,12,0,0.0
205,False,False,20-05-1991,226,936,True,0,0,0,0,0,0,0,0,0,19,1,20,16,1,17,20,9,45.0,JD,SWAMI NATH YADAV,26143.0,BJP,ANIRUDH MISHRA,21420.0,8,0,0.0,120143,91454,211597,0,0,0,120143,91454,211597,12,0,0.0,68888,33286,102174,0,0,0,68888,33286,102174,12,0,0.0,102174,97710,4464,0,0,0,12,0,0.0
206,False,False,20-05-1991,207,941,True,0,0,0,0,0,0,0,0,0,13,0,13,11,0,11,20,9,45.0,BJP,DURGA PRASAD MISHRA,28577.0,JD,RAM NARESH PRASAD,19124.0,8,0,0.0,107169,87607,194776,0,0,0,107169,87607,194776,12,0,0.0,44811,42757,87568,0,0,0,44811,42757,87568,12,0,0.0,87568,83673,3895,0,0,0,12,0,0.0
207,False,False,20-05-1991,190,1060,True,0,0,0,0,0,0,0,0,0,26,1,27,24,1,25,20,9,45.0,INC,AMARESH CHAND,19159.0,BSP,RAJENDRA,17258.0,8,0,0.0,120812,80528,201340,0,0,0,120812,80528,201340,12,0,0.0,52280,42775,95055,0,0,0,52280,42775,95055,12,0,0.0,95055,90359,4696,0,0,0,12,0,0.0
208,False,False,20-05-1991,182,1101,True,0,0,0,0,0,0,0,0,0,20,0,20,18,0,18,20,9,45.0,JD,FAGOO,36380.0,INC,SUBHASH,21864.0,8,0,0.0,120320,80120,200440,0,0,0,120320,80120,200440,12,0,0.0,46644,38160,84804,0,0,0,46644,38160,84804,12,0,0.0,84804,81179,3625,0,0,0,12,0,0.0
209,False,False,20-05-1991,213,971,True,0,0,0,0,0,0,0,0,0,23,0,23,21,0,21,20,9,45.0,BSP,BARKHU RAM,25676.0,INC,PANCHANAN RAI,19891.0,8,0,0.0,114809,91951,206760,0,0,0,114809,91951,206760,12,0,0.0,64326,40609,104935,0,0,0,64326,40609,104935,12,0,0.0,104935,99664,5195,76,0,0,12,0,0.0
210,False,False,20-05-1991,196,980,True,0,0,0,0,0,0,0,0,0,19,1,20,17,1,18,20,9,45.0,JD,DAL SINGAR,26371.0,BSP,SHAMIM,16572.0,8,0,0.0,106818,85288,192106,0,0,0,106818,85288,192106,12,0,0.0,59379,31422,90801,0,0,0,59379,31422,90801,12,0,0.0,90801,86671,4130,0,0,0,12,0,0.0
211,False,False,20-05-1991,185,1082,True,0,0,0,0,0,0,0,0,0,18,0,18,15,0,15,20,9,45.0,JD,DURGA PRASAD YADAWA,35652.0,BJP,HARI SHANKER,24391.0,8,0,0.0,111316,88937,200253,0,0,0,111316,88937,200253,12,0,0.0,53856,44064,97920,0,0,0,53856,44064,97920,12,0,0.0,97920,94323,3525,72,0,0,12,0,0.0
212,False,False,20-05-1991,205,1005,True,0,0,0,0,0,0,0,0,0,12,1,13,9,1,10,20,9,45.0,BSP,ANGAD,34770.0,JD,MASOOD,27030.0,8,0,0.0,104211,101891,206102,0,0,0,104211,101891,206102,12,0,0.0,52280,51609,103889,0,0,0,52280,51609,103889,12,0,0.0,103889,99927,3962,0,0,0,12,0,0.0
213,False,False,20-05-1991,200,982,True,0,0,0,0,0,0,0,0,0,17,0,17,14,0,14,20,9,45.0,JP,BALRAM YADAV,35992.0,BJP,KRISHNA KANT CHATURVEDI,19245.0,8,0,0.0,108165,88291,196456,0,0,0,108165,88291,196456,12,0,0.0,58416,47763,106179,0,0,0,58416,47763,106179,12,0,0.0,106179,102134,4045,0,0,0,12,0,0.0
214,False,False,20-05-1991,195,956,True,0,0,0,0,0,0,0,0,0,15,0,15,13,0,13,20,9,45.0,JP,RAMA KANT YADAV,27443.0,BJP,NARENDRA KUMAR,18613.0,8,0,0.0,104595,81875,186470,0,0,0,104595,81875,186470,12,0,0.0,58465,39975,98440,0,0,0,58465,39975,98440,12,0,0.0,98440,92924,5516,0,0,0,12,0,0.0
215,False,False,20-05-1991,203,1018,True,0,0,0,0,0,0,0,0,0,21,0,21,18,0,18,20,9,45.0,BJP,PATI RAJ,21826.0,JD,JAGANHU RAM,21799.0,8,0,0.0,115206,91412,206618,0,0,0,115206,91412,206618,12,0,0.0,55759,37145,92904,0,0,0,55759,37145,92904,12,0,0.0,92904,89168,3735,1,0,0,12,0,0.0
216,False,False,20-05-1991,226,922,True,0,0,0,0,0,0,0,0,0,12,0,12,9,0,9,20,9,45.0,BJP,KALAP NATH,23553.0,CPM,RAM JAG,20636.0,8,0,0.0,114706,93605,208311,0,0,0,114706,93605,208311,12,0,0.0,61032,32715,93747,0,0,0,61032,32715,93747,12,0,0.0,93747,88225,5522,0,0,0,12,0,0.0
217,False,False,20-05-1991,223,985,True,0,0,0,0,0,0,0,0,0,13,0,13,11,0,11,20,9,45.0,BSP,SUKH DEV,25966.0,BJP,NARENDER,25942.0,8,0,0.0,122144,97491,219635,0,0,0,122144,97491,219635,12,0,0.0,56170,44109,100279,0,0,0,56170,44109,100279,12,0,0.0,100279,95944,4335,0,0,0,12,0,0.0
218,False,False,20-05-1991,196,1055,True,0,0,0,0,0,0,0,0,0,24,0,24,21,0,21,20,9,45.0,JD,A. SALAM,31874.0,BJP,HARENDRA,22554.0,8,0,0.0,117178,89626,206804,0,0,0,117178,89626,206804,12,0,0.0,51779,46336,98115,0,0,0,51779,46336,98115,12,0,0.0,98115,93945,4170,0,0,0,12,0,0.0
219,False,False,20-05-1991,190,1074,True,0,0,0,0,0,0,0,0,0,18,0,18,16,0,16,20,9,45.0,BJP,SHRI RAM,24854.0,CPI,RAMDEO,20402.0,8,0,0.0,121392,82578,203970,0,0,0,121392,82578,203970,12,0,0.0,45393,37139,82532,0,0,0,45393,37139,82532,12,0,0.0,82532,78370,4162,0,0,0,12,0,0.0
220,False,False,20-05-1991,203,1045,True,0,0,0,0,0,0,0,0,0,31,0,31,27,0,27,20,9,45.0,CPI,IMITIYAZ AHMAD,27597.0,BJP,MUKHTAR ABBAS,27464.0,8,0,0.0,116721,95443,212164,0,0,0,116721,95443,212164,12,0,0.0,58675,48007,106682,0,0,0,58675,48007,106682,12,0,0.0,106682,103409,3273,0,0,0,12,0,0.0
221,False,False,20-05-1991,182,995,True,0,0,0,0,0,0,0,0,0,13,0,13,10,0,10,20,9,45.0,JD,GHURABU,20502.0,INC,RAM BACHAN,19910.0,8,0,0.0,99711,81447,181158,0,0,0,99711,81447,181158,12,0,0.0,49088,34242,83330,0,0,0,49088,34242,83330,12,0,0.0,83330,80365,2965,0,0,0,12,0,0.0
222,False,False,20-05-1991,194,920,True,0,0,0,0,0,0,0,0,0,18,0,18,15,0,15,20,9,45.0,BJP,HARI NARAIN,24506.0,JP,SHARDA NAND ANCHAL,23069.0,8,0,0.0,91390,87130,178520,0,0,0,91390,87130,178520,12,0,0.0,56449,37646,94095,0,0,0,56449,37646,94095,12,0,0.0,94095,91245,2850,0,0,0,12,0,0.0
223,False,False,20-05-1991,186,970,True,0,0,0,0,0,0,0,0,0,13,0,13,10,0,10,20,9,45.0,JP,RAM GOVIND CHAUDHARY,21370.0,BSP,CHHOTE LAL,17838.0,8,0,0.0,93928,86563,180491,0,0,0,93928,86563,180491,12,0,0.0,49351,40716,90067,0,0,0,49351,40716,90067,12,0,0.0,90067,85285,4782,0,0,0,12,0,0.0
224,False,False,20-05-1991,204,949,True,0,0,0,0,0,0,0,0,0,13,0,13,9,0,9,20,9,45.0,INC,MARKANDEY,31286.0,JP,RAJ DHARI,20586.0,8,0,0.0,100282,93242,193524,0,0,0,100282,93242,193524,12,0,0.0,59193,42690,101883,0,0,0,59193,42690,101883,12,0,0.0,101883,97736,4147,0,0,0,12,0,0.0
225,False,False,20-05-1991,218,969,True,0,0,0,0,0,0,0,0,0,18,1,19,17,0,17,20,9,45.0,INC,BACHHA PATHAK,40856.0,JP,VIJAI LUXMI,32668.0,8,0,0.0,108505,102779,211284,0,0,0,108505,102779,211284,12,0,0.0,61633,41017,102650,0,0,0,61633,41017,102650,12,0,0.0,102650,96064,6586,0,0,0,12,0,0.0
226,False,False,20-05-1991,241,898,True,0,0,0,0,0,0,0,0,0,14,0,14,12,0,12,20,9,45.0,JP,BHARAT,36146.0,INC,VIKRAMA,24345.0,8,0,0.0,112081,104370,216451,0,0,0,112081,104370,216451,12,0,0.0,55422,44615,100037,0,0,0,55422,44615,100037,12,0,0.0,100037,95414,4623,0,0,0,12,0,0.0
227,False,False,20-05-1991,223,906,True,0,0,0,0,0,0,0,0,0,20,0,20,17,0,17,20,9,45.0,JP,VIKARMA DITYA PANDEY,28615.0,INC,KASHI NATH,26607.0,8,0,0.0,105153,96901,202054,0,0,0,105153,96901,202054,12,0,0.0,65699,28121,93820,0,0,0,65699,28121,93820,12,0,0.0,93820,90312,3508,0,0,0,12,0,0.0
228,False,False,20-05-1991,202,953,True,0,0,0,0,0,0,0,0,0,12,0,12,9,0,9,20,9,45.0,INC,SUDHIR,25662.0,JP,GAURI SHANKAR BHAIYA,25012.0,8,0,0.0,99218,93322,192540,0,0,0,99218,93322,192540,12,0,0.0,57150,37265,94415,0,0,0,57150,37265,94415,12,0,0.0,94415,89336,5079,0,0,0,12,0,0.0
229,False,False,20-05-1991,208,973,True,0,0,0,0,0,0,0,0,0,25,1,26,22,1,23,20,9,45.0,JD,SURENDRA SINGH,20181.0,BJP,GANESH,19571.0,8,0,0.0,105283,97001,202284,0,0,0,105283,97001,202284,12,0,0.0,55635,44937,100572,0,0,0,55635,44937,100572,12,0,0.0,100572,95483,5089,0,0,0,12,0,0.0
230,False,False,20-05-1991,216,963,True,0,0,0,0,0,0,0,0,0,23,0,23,21,0,21,20,9,45.0,CPI,AFZAL ANSARI,53447.0,BJP,VIJAI SHANKER RAI,44184.0,8,0,0.0,108322,99672,207994,0,0,0,108322,99672,207994,12,0,0.0,71219,47999,119218,0,0,0,71219,47999,119218,12,0,0.0,119218,115409,3809,0,0,0,12,0,0.0
231,False,False,20-05-1991,212,997,True,0,0,0,0,0,0,0,0,0,16,0,16,14,0,14,20,9,45.0,JP,OM PRAKASH,45724.0,BJP,SACHIDANAND,44069.0,8,0,0.0,110286,101088,211374,0,0,0,110286,101088,211374,12,0,0.0,60691,55244,115935,0,0,0,60691,55244,115935,12,0,0.0,115935,108655,3994,0,3286,0,12,0,0.0
232,False,False,20-05-1991,209,968,True,0,0,0,0,0,0,0,0,0,20,1,21,18,0,18,20,9,45.0,BJP,SHARDA CHAUHAN,24402.0,JD,RAVINDRA KUMAR S. YADAV,22045.0,8,0,0.0,105441,96872,202313,0,0,0,105441,96872,202313,12,0,0.0,51120,44386,95506,0,0,0,51120,44386,95506,12,0,0.0,95506,91666,3840,0,0,0,12,0,0.0
233,False,False,20-05-1991,221,929,True,0,0,0,0,0,0,0,0,0,36,2,38,34,2,36,20,9,45.0,BJP,UDAI PRATAP,26280.0,JD,HASAN MOHD. KHAN WARSI,23808.0,8,0,0.0,106777,98438,205215,0,0,0,106777,98438,205215,12,0,0.0,51905,47912,99817,0,0,0,51905,47912,99817,12,0,0.0,99817,96072,3745,0,0,0,12,0,0.0
234,False,False,20-05-1991,209,961,True,0,0,0,0,0,0,0,0,0,15,0,15,11,0,11,20,9,45.0,JD,GIRDHARI,17876.0,BJP,RAM DULAR,15752.0,8,0,0.0,104526,96374,200900,0,0,0,104526,96374,200900,12,0,0.0,41263,35464,76727,0,0,0,41263,35464,76727,12,0,0.0,76727,72921,3806,0,0,0,12,0,0.0
235,False,False,20-05-1991,113,1871,True,0,0,0,0,0,0,0,0,0,19,0,19,16,0,16,20,9,45.0,JD,GAMA RAM SHASHTRI,23949.0,BJP,DEEP CHAND S/O RAM DEO,16824.0,8,0,0.0,110014,101376,211390,0,0,0,110014,101376,211390,12,0,0.0,52217,33405,85622,0,0,0,52217,33405,85622,12,0,0.0,85622,81219,4403,0,0,0,12,0,0.0
236,False,False,20-05-1991,206,1028,True,0,0,0,0,0,0,0,0,0,15,0,15,12,0,12,20,9,45.0,BJP,MAHENDER NATH PANDEY,27102.0,JD,RANJIT,21072.0,8,0,0.0,114386,97422,211808,0,0,0,114386,97422,211808,12,0,0.0,57606,38403,96009,0,0,0,57606,38403,96009,12,0,0.0,96009,91696,4313,0,0,0,12,0,0.0
237,False,False,20-05-1991,182,1121,True,0,0,0,0,0,0,0,0,0,21,0,21,18,0,18,20,9,45.0,JD,KAILASH NATH SINGH YADAV,24795.0,BJP,SURENDER KUMAR,21272.0,8,0,0.0,112291,91798,204089,0,0,0,112291,91798,204089,12,0,0.0,51346,34229,85575,0,0,0,51346,34229,85575,12,0,0.0,85575,83180,2395,0,0,0,12,0,0.0
238,False,False,20-05-1991,204,1107,True,0,0,0,0,0,0,0,0,0,10,0,10,7,0,7,20,9,45.0,BJP,SHIV PUJAN RAM,26604.0,BSP,DEENA NATH BHASKAR,26366.0,8,0,0.0,124246,101619,225865,0,0,0,124246,101619,225865,12,0,0.0,56929,37942,94871,0,0,0,56929,37942,94871,12,0,0.0,94871,91953,2918,0,0,0,12,0,0.0
239,False,False,20-05-1991,174,1049,True,0,0,0,0,0,0,0,0,0,12,0,12,9,0,9,20,9,45.0,BJP,RAJESH KUMAR,24044.0,BSP,RAM KRIT,14249.0,8,0,0.0,100380,82106,182486,0,0,0,100380,82106,182486,12,0,0.0,49391,32925,82316,0,0,0,49391,32925,82316,12,0,0.0,82316,78516,3800,0,0,0,12,0,0.0
240,False,False,20-05-1991,182,1131,True,0,0,0,0,0,0,0,0,0,20,1,21,18,1,19,20,9,45.0,BJP,CHABBU,25224.0,JP,RAM KISHUN,18834.0,8,0,0.0,113321,92479,205800,0,0,0,113321,92479,205800,12,0,0.0,55284,36860,92144,0,0,0,55284,36860,92144,12,0,0.0,92144,89050,3094,0,0,0,12,0,0.0
241,False,False,20-05-1991,211,1006,True,0,0,0,0,0,0,0,0,0,26,2,28,26,0,26,20,9,45.0,BJP,JYOTSANA SRIVASTAVA,31305.0,JD,ATHAT JAMAL LARI,26209.0,8,0,0.0,116723,95439,212162,0,0,0,116723,95439,212162,12,0,0.0,52581,35054,87635,0,0,0,52581,35054,87635,12,0,0.0,87635,83718,3917,0,0,0,12,0,0.0
242,False,False,20-05-1991,204,1042,True,0,0,0,0,0,0,0,0,0,18,1,19,17,1,18,20,9,45.0,BJP,SHYAM DEV RAI CHAUDHARY (DADA),57829.0,JD,VIJAY DUBE,13662.0,8,0,0.0,117067,95438,212505,0,0,0,117067,95438,212505,12,0,0.0,54298,36198,90496,0,0,0,54298,36198,90496,12,0,0.0,90496,88749,1747,0,0,0,12,0,0.0
